Region,Sector,GWP100 [kg CO2-eq/unit output]
RO,Other non-ferrous metal ores and concentrates,813055.0692213848
RO,Stone,258504.97443309362
RO,Sand and clay,251227.1956188429
RO,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",768929.0406558011
RO,Products of meat cattle,156566.29714184155
RO,Products of meat pigs,181553.70019329654
RO,Products of meat poultry,131931.76865276214
RO,Meat products nec,142989.40431438835
RO,products of Vegetable oils and fats,73825.11332256215
RO,Dairy products,182821.73044033794
RO,Processed rice,224766.9722265016
RO,Sugar,126496.9927967305
RO,Food products nec,196219.19896492912
RO,Beverages,220756.6386672663
RO,Fish products,283850.9314363911
RO,Tobacco products (16),366435.44095889
RO,Textiles (17),99583.48254936122
RO,Wearing apparel; furs (18),263858.8359251605
RO,Leather and leather products (19),187000.93168518614
RO,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),247355.85473534718
RO,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
RO,Pulp,691726.2283951159
RO,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
RO,Paper and paper products,364842.45890774566
RO,Printed matter and recorded media (22),302001.01517618436
RO,Coke Oven Coke,593810.0944807854
RO,Gas Coke,0.0
RO,Coal Tar,0.0
RO,Motor Gasoline,916800.4347443585
RO,Aviation Gasoline,0.0
RO,Gasoline Type Jet Fuel,0.0
RO,Kerosene Type Jet Fuel,916800.4412251126
RO,Kerosene,916800.4325861454
RO,Gas/Diesel Oil,916800.4353329648
RO,Heavy Fuel Oil,916800.4376257012
RO,Refinery Gas,916800.4608594408
RO,Liquefied Petroleum Gases (LPG),916800.4367690736
RO,Refinery Feedstocks,916800.4352814002
RO,Ethane,0.0
RO,Naphtha,916800.4358952873
RO,White Spirit & SBP,916800.4597520077
RO,Lubricants,916800.4548408893
RO,Bitumen,916800.4631056477
RO,Paraffin Waxes,916800.811004787
RO,Petroleum Coke,916800.4451137362
RO,Non-specified Petroleum Products,916800.4724292539
RO,Nuclear fuel,0.0
RO,"Plastics, basic",502902.6495804926
RO,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
RO,N-fertiliser,1040625.8609813881
RO,P- and other fertiliser,994595.3748127895
RO,Chemicals nec,1164851.2627508536
RO,Charcoal,0.0
RO,Additives/Blending Components,1164851.2625946368
RO,Biogasoline,1164851.2623764395
RO,Biodiesels,1164851.273229663
RO,Other Liquid Biofuels,1164851.2623764805
RO,Rubber and plastic products (25),464040.2530188688
RO,Glass and glass products,510187.4665354287
RO,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
RO,Ceramic goods,1039909.1824199172
RO,"Bricks, tiles and construction products, in baked clay",642372.9694223299
RO,"Cement, lime and plaster",730503.1810010539
RO,"Ash for treatment, Re-processing of ash into clinker",0.0
RO,Other non-metallic mineral products,2579010.0979756946
RO,Basic iron and steel and of ferro-alloys and first products thereof,990379.6469673328
RO,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
RO,Precious metals,349083.36773072206
RO,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
RO,Aluminium and aluminium products,419934.6073708299
RO,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
RO,"Lead, zinc and tin and products thereof",723315.4666556837
RO,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
RO,Copper products,764842.8027042412
RO,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
RO,Other non-ferrous metal products,747576.7859106546
RO,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
RO,Foundry work services,935976.8730134615
RO,"Fabricated metal products, except machinery and equipment (28)",525705.4926901999
RO,Machinery and equipment n.e.c. (29),373730.4712828456
RO,Office machinery and computers (30),362870.2994182722
RO,Electrical machinery and apparatus n.e.c. (31),188594.7024592075
RO,"Radio, television and communication equipment and apparatus (32)",283772.52156784997
RO,"Medical, precision and optical instruments, watches and clocks (33)",330890.84405336867
RO,"Motor vehicles, trailers and semi-trailers (34)",226999.0351997263
RO,Other transport equipment (35),332602.71042106784
RO,Furniture; other manufactured goods n.e.c. (36),132864.88565726375
RO,Secondary raw materials,303375.4319435651
RO,"Bottles for treatment, Recycling of bottles by direct reuse",0.0
RO,Electricity by coal,7046537.304221736
RO,Electricity by gas,522553.4630404552
RO,Electricity by nuclear,76214.41547362304
RO,Electricity by hydro,96007.31142915752
RO,Electricity by wind,321471.08897202456
RO,Electricity by petroleum and other oil derivatives,609244.0555887568
RO,Electricity by biomass and waste,14013498.39617574
RO,Electricity by solar photovoltaic,62161239.23114129
RO,Electricity by solar thermal,0.0
RO,"Electricity by tide, wave, ocean",0.0
RO,Electricity by Geothermal,0.0
RO,Electricity nec,1761006.9817280467
RO,Transmission services of electricity,631155.0130841171
RO,Distribution and trade services of electricity,581402.7255542332
RO,Coke oven gas,326303.8586835123
RO,Blast Furnace Gas,326303.7646890191
RO,Oxygen Steel Furnace Gas,0.0
RO,Gas Works Gas,0.0
RO,Biogas,326303.764702234
RO,Distribution services of gaseous fuels through mains,326303.76474973373
RO,Steam and hot water supply services,5365965.045316797
RO,"Collected and purified water, distribution services of water (41)",496889.0288649761
RO,Construction work (45),330391.77918840136
RO,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
RO,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",80526.62171252494
RO,Retail trade services of motor fuel,76774.03302160162
RO,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",43807.514824078746
RO,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",20129.679277492385
RO,Hotel and restaurant services (55),392498.1745659906
RO,Railway transportation services,161332.556918298
RO,Other land transportation services,114999.36224791768
RO,Transportation services via pipelines,383403.21055546845
RO,Sea and coastal water transportation services,1929966.7715886505
RO,Inland water transportation services,1125933.2986473134
RO,Air transport services (62),864421.6283930109
RO,Supporting and auxiliary transport services; travel agency services (63),280748.0138724571
RO,Post and telecommunication services (64),209381.35035461411
RO,"Financial intermediation services, except insurance and pension funding services (65)",142934.2882610113
RO,"Insurance and pension funding services, except compulsory social security services (66)",222799.6721948234
RO,Services auxiliary to financial intermediation (67),57625.66886705139
RO,Real estate services (70),47479.5644353371
RO,Renting services of machinery and equipment without operator and of personal and household goods (71),81045.00715636426
RO,Computer and related services (72),169195.2341206691
RO,Research and development services (73),177851.4045220648
RO,Other business services (74),242370.92156403372
RO,Public administration and defence services; compulsory social security services (75),82327.18346578906
RO,Education services (80),51777.87065567634
RO,Health and social work services (85),121859.82827670775
RO,Food waste for treatment: incineration,397871.5532809135
RO,Paper waste for treatment: incineration,394967.7579146614
RO,Plastic waste for treatment: incineration,542453.3827081225
RO,Intert/metal waste for treatment: incineration,193762.55324489932
RO,Textiles waste for treatment: incineration,328182.96359366114
RO,Wood waste for treatment: incineration,422418.64638570603
RO,Oil/hazardous waste for treatment: incineration,693362.8648803266
RO,Food waste for treatment: biogasification and land application,0.0
RO,Paper waste for treatment: biogasification and land application,0.0
RO,Sewage sludge for treatment: biogasification and land application,0.0
RO,Food waste for treatment: composting and land application,562184.8771421082
RO,Paper and wood waste for treatment: composting and land application,0.0
RO,Food waste for treatment: waste water treatment,316674.1131726292
RO,Other waste for treatment: waste water treatment,222517.73125875395
RO,Food waste for treatment: landfill,97521.02771873142
RO,Paper for treatment: landfill,163183.86995389356
RO,Plastic waste for treatment: landfill,665833.3503430703
RO,Inert/metal/hazardous waste for treatment: landfill,399575.07160793175
RO,Textiles waste for treatment: landfill,269377.30138325447
RO,Wood waste for treatment: landfill,270235.6312339619
RO,Membership organisation services n.e.c. (91),0.0
RO,"Recreational, cultural and sporting services (92)",0.0
RO,Other services (93),0.0
RO,Private households with employed persons (95),0.0
RO,Extra-territorial organizations and bodies,0.0
SE,Paddy rice,0.0
SE,Wheat,316931.6345220933
SE,Cereal grains nec,295158.6092336742
SE,"Vegetables, fruit, nuts",126160.07982086464
SE,Oil seeds,132590.03761325064
SE,"Sugar cane, sugar beet",504810.1528695344
SE,Plant-based fibers,0.0
SE,Crops nec,256285.85315766773
SE,Cattle,212660.85391227322
SE,Pigs,153789.50299109702
SE,Poultry,115920.60722102215
SE,Meat animals nec,176353.45125320036
SE,Animal products nec,162758.31565972496
SE,Raw milk,138069.87203157597
SE,"Wool, silk-worm cocoons",134749.26873374914
SE,Manure (conventional treatment),0.0
SE,Manure (biogas treatment),0.0
SE,"Products of forestry, logging and related services (02)",59559.141292804394
SE,Fish and other fishing products; services incidental of fishing (05),227796.90618029583
SE,Anthracite,0.0
SE,Coking Coal,0.0
SE,Other Bituminous Coal,0.0
SE,Sub-Bituminous Coal,0.0
SE,Patent Fuel,0.0
SE,Lignite/Brown Coal,0.0
SE,BKB/Peat Briquettes,0.0
SE,Peat,365488.20973384986
SE,"Crude petroleum and services related to crude oil extraction, excluding surveying",0.0
SE,"Natural gas and services related to natural gas extraction, excluding surveying",369113.78988887364
SE,Natural Gas Liquids,0.0
SE,Other Hydrocarbons,0.0
SE,Uranium and thorium ores (12),653321.9902636146
SE,Iron ores,293749.9599754893
SE,Copper ores and concentrates,163651.69010680277
SE,Nickel ores and concentrates,146832.67029910453
SE,Aluminium ores and concentrates,0.0
SE,Precious metal ores and concentrates,415939.9260227072
SE,"Lead, zinc and tin ores and concentrates",284360.75585649355
SE,Other non-ferrous metal ores and concentrates,105428.6108700035
SE,Stone,263583.9918271571
SE,Sand and clay,265210.3392817668
SE,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",444928.4209486041
SE,Products of meat cattle,98681.17371681352
SE,Products of meat pigs,137237.68918551254
SE,Products of meat poultry,79382.76853445996
SE,Meat products nec,136544.70005996167
SE,products of Vegetable oils and fats,98805.50049540552
SE,Dairy products,170708.53046699433
SE,Processed rice,330000.47584921477
SE,Sugar,417442.7594767214
SE,Food products nec,159293.03892841708
SE,Beverages,151559.27343560552
SE,Fish products,459338.0644087721
SE,Tobacco products (16),0.0
SE,Textiles (17),203934.82707177344
SE,Wearing apparel; furs (18),184233.21893032966
SE,Leather and leather products (19),75181.21674643504
SE,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),152643.4716460029
SE,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
SE,Pulp,354556.9322768311
SE,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
SE,Paper and paper products,226161.3361818897
SE,Printed matter and recorded media (22),71615.28090099608
SE,Coke Oven Coke,2726599.3152756016
SE,Gas Coke,0.0
SE,Coal Tar,205189.06171812583
SE,Motor Gasoline,609207.0919434503
SE,Aviation Gasoline,243687.51123649022
SE,Gasoline Type Jet Fuel,0.0
SE,Kerosene Type Jet Fuel,654723.2726070815
SE,Kerosene,114519.1173411004
SE,Gas/Diesel Oil,613581.0133478002
SE,Heavy Fuel Oil,614935.9429361486
SE,Refinery Gas,591581.5227385906
SE,Liquefied Petroleum Gases (LPG),611931.838093849
SE,Refinery Feedstocks,606364.4968050221
SE,Ethane,104922.25817306296
SE,Naphtha,581728.2118158117
SE,White Spirit & SBP,175673.97454808536
SE,Lubricants,615369.811615162
SE,Bitumen,289632.39684256015
SE,Paraffin Waxes,628307.0109934193
SE,Petroleum Coke,605359.6637469716
SE,Non-specified Petroleum Products,612956.2758126752
SE,Nuclear fuel,289827.7106489234
SE,"Plastics, basic",171523.04728716906
SE,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
SE,N-fertiliser,863418.3282143717
SE,P- and other fertiliser,2756178.617317661
SE,Chemicals nec,791173.0798251901
SE,Charcoal,159256.35278952194
SE,Additives/Blending Components,89676.5247017151
SE,Biogasoline,2246845.30129334
SE,Biodiesels,2272048.8032317637
SE,Other Liquid Biofuels,2263447.6912210616
SE,Rubber and plastic products (25),151521.03649787666
SE,Glass and glass products,793953.4194351216
SE,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
SE,Ceramic goods,573033.8178685308
SE,"Bricks, tiles and construction products, in baked clay",2127339.8142619045
SE,"Cement, lime and plaster",266154.135965936
SE,"Ash for treatment, Re-processing of ash into clinker",0.0
SE,Other non-metallic mineral products,627400.9625984137
SE,Basic iron and steel and of ferro-alloys and first products thereof,686111.1146635546
SE,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
SE,Precious metals,206761.10786531967
SE,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
SE,Aluminium and aluminium products,509108.2128594366
SE,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
SE,"Lead, zinc and tin and products thereof",231606.1268717244
SE,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
SE,Copper products,303728.8952658147
SE,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
SE,Other non-ferrous metal products,400384.46807731834
SE,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
SE,Foundry work services,582658.198643082
SE,"Fabricated metal products, except machinery and equipment (28)",153186.76371603392
SE,Machinery and equipment n.e.c. (29),117561.14397362708
SE,Office machinery and computers (30),93993.72765422771
SE,Electrical machinery and apparatus n.e.c. (31),140345.90136861225
SE,"Radio, television and communication equipment and apparatus (32)",200454.95097009765
SE,"Medical, precision and optical instruments, watches and clocks (33)",147824.50019217122
SE,"Motor vehicles, trailers and semi-trailers (34)",161564.34282348328
SE,Other transport equipment (35),773079.1151412204
SE,Furniture; other manufactured goods n.e.c. (36),181615.4478695251
SE,Secondary raw materials,1117006.950399182
SE,"Bottles for treatment, Recycling of bottles by direct reuse",0.0
SE,Electricity by coal,521470.5120301773
SE,Electricity by gas,770071.4928879429
SE,Electricity by nuclear,53674.69066120694
SE,Electricity by hydro,214113.75898201994
SE,Electricity by wind,2638544.7563685607
SE,Electricity by petroleum and other oil derivatives,548385.6580689434
SE,Electricity by biomass and waste,244906.32627190617
SE,Electricity by solar photovoltaic,776715.3480219902
SE,Electricity by solar thermal,316276.31324367767
SE,"Electricity by tide, wave, ocean",0.0
SE,Electricity by Geothermal,218303.82285869337
SE,Electricity nec,14456953.80414364
SE,Transmission services of electricity,80359.50351099114
SE,Distribution and trade services of electricity,58429.91306929135
SE,Coke oven gas,1621355.4421787683
SE,Blast Furnace Gas,1598882.6078901326
SE,Oxygen Steel Furnace Gas,1518852.6159203693
SE,Gas Works Gas,1600615.3420152136
SE,Biogas,1574414.1159981885
SE,Distribution services of gaseous fuels through mains,1604188.9234359884
SE,Steam and hot water supply services,1527295.5853098838
SE,"Collected and purified water, distribution services of water (41)",191630.0459562427
SE,Construction work (45),116661.49151198585
SE,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
SE,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",50073.39351690186
SE,Retail trade services of motor fuel,217971.02868882235
SE,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",41115.76552915018
SE,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",38417.94437194526
SE,Hotel and restaurant services (55),77430.36190276443
SE,Railway transportation services,73553.12263028839
SE,Other land transportation services,60777.96581943586
SE,Transportation services via pipelines,472820.28014577663
SE,Sea and coastal water transportation services,775404.8170483967
SE,Inland water transportation services,861202.2110019787
SE,Air transport services (62),436323.32830801315
SE,Supporting and auxiliary transport services; travel agency services (63),174908.97159704738
SE,Post and telecommunication services (64),44494.76696932723
SE,"Financial intermediation services, except insurance and pension funding services (65)",25115.895404183248
SE,"Insurance and pension funding services, except compulsory social security services (66)",43486.89413188031
SE,Services auxiliary to financial intermediation (67),40944.137657173094
SE,Real estate services (70),111161.1693678743
SE,Renting services of machinery and equipment without operator and of personal and household goods (71),85197.53218781513
SE,Computer and related services (72),50885.3154245584
SE,Research and development services (73),60004.82342582666
SE,Other business services (74),58134.71984064509
SE,Public administration and defence services; compulsory social security services (75),52072.130425652955
SE,Education services (80),23885.314624695588
SE,Health and social work services (85),20591.950735441533
SE,Food waste for treatment: incineration,216472.1736704432
SE,Paper waste for treatment: incineration,137154.03087466044
SE,Plastic waste for treatment: incineration,132747.05701885885
SE,Intert/metal waste for treatment: incineration,131367.22335168198
SE,Textiles waste for treatment: incineration,144891.28480498915
SE,Wood waste for treatment: incineration,134854.56774383542
SE,Oil/hazardous waste for treatment: incineration,126970.09680272211
SE,Food waste for treatment: biogasification and land application,269459.6169693197
SE,Paper waste for treatment: biogasification and land application,350557.2823931318
SE,Sewage sludge for treatment: biogasification and land application,125970.47397595091
SE,Food waste for treatment: composting and land application,158694.73980627954
SE,Paper and wood waste for treatment: composting and land application,400859.16347647994
SE,Food waste for treatment: waste water treatment,252749.0251407486
SE,Other waste for treatment: waste water treatment,255488.38719755202
SE,Food waste for treatment: landfill,240844.5397431918
SE,Paper for treatment: landfill,122330.47987932661
SE,Plastic waste for treatment: landfill,273763.8888751306
SE,Inert/metal/hazardous waste for treatment: landfill,308673.76636645605
SE,Textiles waste for treatment: landfill,262933.0420864856
SE,Wood waste for treatment: landfill,198689.0392332264
SE,Membership organisation services n.e.c. (91),24192.19074481086
SE,"Recreational, cultural and sporting services (92)",50085.606578421524
SE,Other services (93),47173.290612997596
SE,Private households with employed persons (95),5125.048342473698
SE,Extra-territorial organizations and bodies,0.0
SI,Paddy rice,667704.5322275965
SI,Wheat,735016.0525207104
SI,Cereal grains nec,535118.264951779
SI,"Vegetables, fruit, nuts",170541.39842626624
SI,Oil seeds,54103.73929549644
SI,"Sugar cane, sugar beet",270010.4955786
SI,Plant-based fibers,588376.870292695
SI,Crops nec,158029.0051626897
SI,Cattle,471834.9203815219
SI,Pigs,205341.58044232352
SI,Poultry,245310.93364233273
SI,Meat animals nec,144634.15179727974
SI,Animal products nec,141363.33347430735
SI,Raw milk,308102.049535307
SI,"Wool, silk-worm cocoons",12493018.306852039
SI,Manure (conventional treatment),0.0
SI,Manure (biogas treatment),0.0
SI,"Products of forestry, logging and related services (02)",338156.6881892274
SI,Fish and other fishing products; services incidental of fishing (05),185244.52448807703
SI,Anthracite,0.0
SI,Coking Coal,0.0
SI,Other Bituminous Coal,0.0
SI,Sub-Bituminous Coal,0.0
SI,Patent Fuel,0.0
SI,Lignite/Brown Coal,350566.24647473515
SI,BKB/Peat Briquettes,0.0
SI,Peat,0.0
SI,"Crude petroleum and services related to crude oil extraction, excluding surveying",0.0
SI,"Natural gas and services related to natural gas extraction, excluding surveying",4705406.552013912
SI,Natural Gas Liquids,683143979.3601741
SI,Other Hydrocarbons,0.0
SI,Uranium and thorium ores (12),0.0
SI,Iron ores,0.0
SI,Copper ores and concentrates,12113891.985291276
SI,Nickel ores and concentrates,654390.3909425499
SI,Aluminium ores and concentrates,0.0
SI,Precious metal ores and concentrates,654390.3958061693
SI,"Lead, zinc and tin ores and concentrates",654390.4030925229
SI,Other non-ferrous metal ores and concentrates,0.0
SI,Stone,316727.9502622219
SI,Sand and clay,284923.89613730664
SI,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",204391.33627164832
SI,Products of meat cattle,326099.2705739335
SI,Products of meat pigs,223809.41392207364
SI,Products of meat poultry,203978.99660816244
SI,Meat products nec,98047.6769822933
SI,products of Vegetable oils and fats,163928.92237716977
SI,Dairy products,252102.38881690183
SI,Processed rice,330845.2241343714
SI,Sugar,199742.96023489718
SI,Food products nec,387732.6235926568
SI,Beverages,248174.51829352375
SI,Fish products,255403.6868301766
SI,Tobacco products (16),0.0
SI,Textiles (17),655128.833698473
SI,Wearing apparel; furs (18),257366.29191375218
SI,Leather and leather products (19),375884.56775015715
SI,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),237343.04051144194
SI,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
SI,Pulp,820951.6353953701
SI,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
SI,Paper and paper products,835456.8930669975
SI,Printed matter and recorded media (22),245807.12288818485
SI,Coke Oven Coke,111548.78674876357
SI,Gas Coke,0.0
SI,Coal Tar,111560.93179383501
SI,Motor Gasoline,111548.78674019403
SI,Aviation Gasoline,107455.21727323941
SI,Gasoline Type Jet Fuel,0.0
SI,Kerosene Type Jet Fuel,111548.78673890434
SI,Kerosene,111548.78676406138
SI,Gas/Diesel Oil,111548.78674157202
SI,Heavy Fuel Oil,107457.42926006242
SI,Refinery Gas,0.0
SI,Liquefied Petroleum Gases (LPG),111548.78674188118
SI,Refinery Feedstocks,111548.78675376523
SI,Ethane,0.0
SI,Naphtha,111548.78683438209
SI,White Spirit & SBP,0.0
SI,Lubricants,111548.7867467974
SI,Bitumen,111548.78675318911
SI,Paraffin Waxes,0.0
SI,Petroleum Coke,111548.78674672334
SI,Non-specified Petroleum Products,111548.78674102556
SI,Nuclear fuel,132843.00705724326
SI,"Plastics, basic",367691.3951153679
SI,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
SI,N-fertiliser,545486.3500859807
SI,P- and other fertiliser,219453.96628607513
SI,Chemicals nec,268689.0007763677
SI,Charcoal,460801.2536079585
SI,Additives/Blending Components,741606.0336671609
SI,Biogasoline,227265.75055524588
SI,Biodiesels,259876.14850240338
SI,Other Liquid Biofuels,226722.11465001636
SI,Rubber and plastic products (25),296866.6153179881
SI,Glass and glass products,448946.0095653146
SI,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
SI,Ceramic goods,869311.2937018767
SI,"Bricks, tiles and construction products, in baked clay",751439.2628858733
SI,"Cement, lime and plaster",612496.8974688768
SI,"Ash for treatment, Re-processing of ash into clinker",0.0
SI,Other non-metallic mineral products,754629.1066228318
SI,Basic iron and steel and of ferro-alloys and first products thereof,424712.27231224556
SI,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
SI,Precious metals,735102.8193811382
SI,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
SI,Aluminium and aluminium products,437997.4976784639
SI,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
SI,"Lead, zinc and tin and products thereof",1198631.392105681
SI,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
SI,Copper products,589060.7301489915
SI,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
SI,Other non-ferrous metal products,693376.124336757
SI,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
SI,Foundry work services,499295.9999910106
SI,"Fabricated metal products, except machinery and equipment (28)",295440.24064262613
SI,Machinery and equipment n.e.c. (29),284906.4033069476
SI,Office machinery and computers (30),184113.81260573224
SI,Electrical machinery and apparatus n.e.c. (31),322068.8797599781
SI,"Radio, television and communication equipment and apparatus (32)",237518.90664575752
SI,"Medical, precision and optical instruments, watches and clocks (33)",429000.4603739429
SI,"Motor vehicles, trailers and semi-trailers (34)",282626.0833756084
SI,Other transport equipment (35),326850.665027971
SI,Furniture; other manufactured goods n.e.c. (36),277821.7255740003
SI,Secondary raw materials,745711.4512698378
SI,"Bottles for treatment, Recycling of bottles by direct reuse",0.0
SI,Electricity by coal,243163.48790411942
SI,Electricity by gas,348387.75249484164
SI,Electricity by nuclear,136795.26708456545
SI,Electricity by hydro,190789.16072119694
SI,Electricity by wind,111580.45361178501
SI,Electricity by petroleum and other oil derivatives,920263.0560726455
SI,Electricity by biomass and waste,506586.8660549128
SI,Electricity by solar photovoltaic,73321.26768453546
SI,Electricity by solar thermal,63839.529579135415
SI,"Electricity by tide, wave, ocean",0.0
SI,Electricity by Geothermal,190735.7975413526
SI,Electricity nec,1598116.6365825676
SI,Transmission services of electricity,309525.34413106
SI,Distribution and trade services of electricity,331352.87745898025
SI,Coke oven gas,76786.6744358256
SI,Blast Furnace Gas,85244.9798393691
SI,Oxygen Steel Furnace Gas,120493.06478408334
SI,Gas Works Gas,70743.72831099399
SI,Biogas,206236.13345604943
SI,Distribution services of gaseous fuels through mains,206294.08913115613
SI,Steam and hot water supply services,12713750.316435859
SI,"Collected and purified water, distribution services of water (41)",269149.19108856184
SI,Construction work (45),226192.97693828828
SI,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
SI,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",130089.67021967356
SI,Retail trade services of motor fuel,135977.42815323328
SI,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",604326.0551508395
SI,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",412580.8484176283
SI,Hotel and restaurant services (55),155262.65299403042
SI,Railway transportation services,219832.655817936
SI,Other land transportation services,251692.46475807304
SI,Transportation services via pipelines,2529384.358344068
SI,Sea and coastal water transportation services,2291261.24180373
SI,Inland water transportation services,11200077.197242737
SI,Air transport services (62),793732.4147445998
SI,Supporting and auxiliary transport services; travel agency services (63),336794.1825685305
SI,Post and telecommunication services (64),120108.79496096789
SI,"Financial intermediation services, except insurance and pension funding services (65)",144889.06156129015
SI,"Insurance and pension funding services, except compulsory social security services (66)",178779.14687731524
SI,Services auxiliary to financial intermediation (67),125009.43625730317
SI,Real estate services (70),103934.66210832511
SI,Renting services of machinery and equipment without operator and of personal and household goods (71),528622.5909565709
SI,Computer and related services (72),181633.6319241489
SI,Research and development services (73),112800.36586570046
SI,Other business services (74),353880.4298705355
SI,Public administration and defence services; compulsory social security services (75),63227.980658828295
SI,Education services (80),87034.03434652303
SI,Health and social work services (85),133142.73036654777
SI,Food waste for treatment: incineration,284894.3606885742
SI,Paper waste for treatment: incineration,286471.26405824634
SI,Plastic waste for treatment: incineration,250733.65966599752
SI,Intert/metal waste for treatment: incineration,263965.6823629527
SI,Textiles waste for treatment: incineration,283928.590561247
SI,Wood waste for treatment: incineration,326655.26271896076
SI,Oil/hazardous waste for treatment: incineration,363691.7047781547
SI,Food waste for treatment: biogasification and land application,286798.1314446049
SI,Paper waste for treatment: biogasification and land application,279853.9823636027
SI,Sewage sludge for treatment: biogasification and land application,294392.4776799081
SI,Food waste for treatment: composting and land application,390925.55477532157
SI,Paper and wood waste for treatment: composting and land application,263642.31469530234
SI,Food waste for treatment: waste water treatment,367849.5773975899
SI,Other waste for treatment: waste water treatment,362405.2937858628
SI,Food waste for treatment: landfill,311524.1248105614
SI,Paper for treatment: landfill,353352.67936334485
SI,Plastic waste for treatment: landfill,305494.5988326908
SI,Inert/metal/hazardous waste for treatment: landfill,256163.45141586932
SI,Textiles waste for treatment: landfill,303757.6620344083
SI,Wood waste for treatment: landfill,305165.57584503776
SI,Membership organisation services n.e.c. (91),116617.06183832907
SI,"Recreational, cultural and sporting services (92)",146598.56848452587
SI,Other services (93),182465.17144067795
SI,Private households with employed persons (95),12110.984803325598
SI,Extra-territorial organizations and bodies,0.0
SK,Paddy rice,1144386.7840838959
SK,Wheat,372299.5982876077
SK,Cereal grains nec,490977.4096004391
SK,"Vegetables, fruit, nuts",58846.9345055847
SK,Oil seeds,239823.37787767773
SK,"Sugar cane, sugar beet",230778.46781161352
SK,Plant-based fibers,3370020.9928665734
SK,Crops nec,167119.14424191465
SK,Cattle,185680.16631597138
SK,Pigs,171774.66485639237
SK,Poultry,338226.96868479
SK,Meat animals nec,155335.50493542515
SK,Animal products nec,613283.2486109693
SK,Raw milk,54693.64785109698
SK,"Wool, silk-worm cocoons",486471.83337490115
SK,Manure (conventional treatment),0.0
SK,Manure (biogas treatment),0.0
SK,"Products of forestry, logging and related services (02)",172475.32670911163
SK,Fish and other fishing products; services incidental of fishing (05),305404.3008208671
SK,Anthracite,1143043.17373753
SK,Coking Coal,881828.954116168
SK,Other Bituminous Coal,547634.8301621609
